Ticker,close,high,low,month,open,volume,stock_date,daily_return,yearly_return,cumulative_return,sector,monthly_return
INDUSINDBK,1435.4,1438.4,1420.0,2023-10,1432.0,1442499,2023-10-03,0.0023743016759777,0.0023743016759777,0.0023743016759777,Financials,-0.0354363351180019
ASIANPAINT,3166.85,3227.8,3162.0,2023-10,3166.1,1219145,2023-10-03,0.0002368844951201,0.0002368844951201,0.0002368844951201,Consumer Goods,-0.0517212325814601
TATASTEEL,128.0,129.1,127.25,2023-10,129.0,18613557,2023-10-03,-0.0077519379844961,-0.0077519379844961,-0.0077519379844961,Materials,-0.1080673324920821
HDFCLIFE,633.55,637.5,628.55,2023-10,634.45,3454441,2023-10-03,-0.0014185515013004,-0.0014185515013004,-0.0014185515013004,Insurance,-0.0159863654695642
DRREDDY,1092.34,1117.38,1090.0,2023-10,1117.38,2065240,2023-10-03,-0.0224095652329558,-0.0224095652329558,-0.0224095652329558,Healthcare,-0.0388704507485816
SUNPHARMA,1141.45,1161.95,1139.25,2023-10,1159.55,1946966,2023-10-03,-0.0156095036867749,-0.0156095036867749,-0.0156095036867749,Healthcare,-0.0488497317080267
KOTAKBANK,1727.05,1735.0,1715.45,2023-10,1730.0,5534869,2023-10-03,-0.0017052023121387,-0.0017052023121387,-0.0017052023121387,Financials,0.0009330269359240978
SHRIRAMFIN,1921.95,1939.9,1881.0,2023-10,1938.0,2207907,2023-10-03,-0.00828173374613,-0.00828173374613,-0.00828173374613,Financials,-0.0626391535963004
NESTLEIND,2231.52,2259.47,2225.52,2023-10,2250.69,500130,2023-10-03,-0.008517388001013,-0.008517388001013,-0.008517388001013,Consumer Goods,0.03985134021946749
ONGC,184.6,189.3,183.65,2023-10,189.3,22118500,2023-10-03,-0.0248283148441627,-0.0248283148441627,-0.0248283148441627,Energy,-0.0545597697902777
CIPLA,1182.8,1185.7,1170.95,2023-10,1184.0,1581125,2023-10-03,-0.0010135135135135,-0.0010135135135135,-0.0010135135135135,Healthcare,-0.00987664057911061
BPCL,170.68,174.6,170.43,2023-10,174.25,10514554,2023-10-03,-0.0204878048780487,-0.0204878048780487,-0.0204878048780487,Energy,0.009952559362444501
BRITANNIA,4495.45,4553.25,4486.6,2023-10,4524.8,543482,2023-10-03,-0.0064864745403112,-0.0064864745403112,-0.0064864745403112,Consumer Goods,0.007184535775866302
SBILIFE,1292.45,1302.15,1282.65,2023-10,1302.15,1282289,2023-10-03,-0.0074492186000077,-0.0074492186000077,-0.0074492186000077,Insurance,0.058104112929014705
HINDALCO,479.95,484.55,476.6,2023-10,483.1,4657602,2023-10-03,-0.0065203891533844,-0.0065203891533844,-0.0065203891533844,Materials,-0.0728265699706181
HEROMOTOCO,3015.6,3064.9,2991.5,2023-10,3058.0,387906,2023-10-03,-0.0138652714192282,-0.0138652714192282,-0.0138652714192282,Automotive,-0.023609114939141994
AXISBANK,1041.05,1044.7,1032.6,2023-10,1035.0,11589322,2023-10-03,0.0058454106280192,0.0058454106280192,0.0058454106280192,Financials,-0.04783849777600727
HDFCBANK,1508.05,1527.0,1506.0,2023-10,1527.0,19485847,2023-10-03,-0.0124099541584807,-0.0124099541584807,-0.0124099541584807,Financials,-0.0439167268832755
BAJAJ-AUTO,5016.45,5073.0,4997.1,2023-10,5065.0,464531,2023-10-03,-0.0095853899308983,-0.0095853899308983,-0.0095853899308983,Automotive,0.011968656881894194
SBIN,586.25,600.45,584.45,2023-10,600.0,24914612,2023-10-04,-0.0229166666666666,-0.017348307073416,-0.0122730193317688,Financials,-0.0591820991451997
BAJFINANCE,7854.05,8043.0,7820.0,2023-10,8025.0,1176384,2023-10-04,-0.0213021806853582,0.0094141990540818,0.0027056334211604,Financials,-0.06096149018530891
TITAN,3166.65,3205.0,3151.0,2023-10,3186.0,486969,2023-10-04,-0.0060734463276835,0.0056688262195121,0.0089957863958935,Consumer Goods,0.021340111059750907
ITC,436.1,441.7,433.3,2023-10,439.75,13396709,2023-10-04,-0.0083001705514496,-0.011111111111111,-0.011134637671631,Consumer Goods,-0.0279783339801953
TCS,3537.75,3548.0,3477.3,2023-10,3486.3,1788138,2023-10-04,0.0147577661130711,0.0010044706015506,0.0089997444957319,Information Technology,-0.0298080527024503
LT,3027.75,3064.1,2990.05,2023-10,3064.1,3100946,2023-10-04,-0.0118631898436734,-0.0041933892451899,-0.0010919351158326,Engineering & Construction,-0.025338424963062416
TATACONSUM,854.13,859.17,844.5,2023-10,856.36,615431,2023-10-04,-0.002604045027792,-0.0060396592654657,-0.0004162686464673,Consumer Goods,0.0333666261904092
RELIANCE,1157.08,1159.5,1147.55,2023-10,1154.5,10286386,2023-10-04,0.002234733650931,-0.0067727065933029,-0.0028211905359579,Energy,-0.013304219924237998
HCLTECH,1239.55,1244.8,1225.0,2023-10,1234.0,2253785,2023-10-04,0.0044975688816855,0.0057200811359026,0.0095279948451744,Information Technology,0.0384207832744023
JSWSTEEL,756.6,768.0,753.15,2023-10,767.95,1654158,2023-10-04,-0.0147796080473989,-0.0256905543751206,-0.0228924146921738,Materials,-0.0707841271754326
ULTRACEMCO,8120.85,8292.55,8045.05,2023-10,8292.55,884369,2023-10-04,-0.0207053318942905,-0.0202859211002533,-0.0187871270444896,Materials,-0.0016597512340054401
POWERGRID,199.0,199.4,195.4,2023-10,198.9,14120040,2023-10-04,0.0005027652086475,0.0012578616352201,0.0045279224413519,Utilities,0.050498284158459
INFY,1444.35,1449.95,1418.2,2023-10,1425.0,4510406,2023-10-04,0.0135789473684209,0.0057797430451585,0.0121514204717252,Information Technology,0.017735213479780503
TRENT,2022.3,2055.95,2007.6,2023-10,2054.0,551771,2023-10-04,-0.0154333008763388,-0.0250686978739816,-0.0227610741010413,Consumer Goods,0.0154568478510804
BHARTIARTL,924.25,925.95,918.3,2023-10,918.3,5603669,2023-10-04,0.006479364042252,0.0065341682548325,0.0141570117416802,Telecommunications,0.046616751628724
TATAMOTORS,613.6,620.8,608.3,2023-10,620.8,7612709,2023-10-04,-0.0115979381443297,-0.0300347771103382,-0.0308043877175197,Automotive,-0.06159839105455772
WIPRO,404.9,405.45,400.65,2023-10,402.7,3452935,2023-10-04,0.0054631239135832,-0.0038135071964571,0.0030027966900625,Information Technology,-0.010741080584392698
TECHM,1205.0,1215.5,1186.05,2023-10,1210.0,2340603,2023-10-04,-0.0041322314049586,-0.012780599705063,-0.0077370159371558,Information Technology,-0.0177877868570246
NTPC,235.15,241.0,231.5,2023-10,241.0,25424437,2023-10-04,-0.0242738589211618,-0.0376509105790873,-0.0371652033042189,Utilities,-0.0311427481751876
HINDUNILVR,2507.85,2511.05,2465.15,2023-10,2467.05,1587335,2023-10-04,0.0165379704505379,0.0071686746987951,0.0080640748682087,Consumer Goods,0.042035091862892004
APOLLOHOSP,5047.4,5096.85,4982.3,2023-10,5085.0,442482,2023-10-04,-0.0073942969518191,-0.0178149232819934,-0.0112861425623037,Healthcare,-0.0585281031974724
M&M,1522.1,1537.9,1501.75,2023-10,1531.8,2580901,2023-10-04,-0.0063324193758976,-0.0470197846230904,-0.0437729402874929,Automotive,-0.0618484403865628
GRASIM,1888.34,1902.44,1869.62,2023-10,1898.45,687673,2023-10-04,-0.0053253970344228,-0.0167251595971799,-0.0087724878355851,Materials,-0.0217786236849658
ICICIBANK,930.05,935.5,925.0,2023-10,935.0,17334739,2023-10-04,-0.0052941176470588,-0.0226460697772173,-0.0171688549316322,Financials,-0.035850225373608595
ADANIENT,2464.95,2502.75,2392.25,2023-10,2402.2,2857377,2023-10-04,0.0261218882690866,0.0194168734491314,0.0134047666809973,Infrastructure,-0.09015027932084631
ADANIPORTS,824.6,845.45,819.35,2023-10,830.95,4096647,2023-10-04,-0.0076418557073229,-0.0016949152542372,-0.0011043254409791,Transportation,-0.09282622197852419
BEL,138.85,139.15,136.55,2023-10,138.0,14912053,2023-10-04,0.006159420289855,0.006889050036258,0.0155865413921029,Defense & Electronics,-0.004900189765348306
BAJAJFINSV,1532.55,1555.85,1521.15,2023-10,1555.0,1614123,2023-10-04,-0.0144372990353698,0.0015030223819637,0.005690131123101,Financials,0.029495884238253202
EICHERMOT,3400.9,3408.95,3323.75,2023-10,3350.0,566983,2023-10-04,0.0151940298507462,-0.0075870320114389,-0.0068375438747782,Automotive,-0.024993908416396093
COALINDIA,287.95,291.5,285.9,2023-10,290.8,6338888,2023-10-04,-0.0098005502063274,-0.0306345733041576,-0.0271376988345046,Energy,0.0597721594729207
MARUTI,10129.8,10283.9,10090.0,2023-10,10283.9,407793,2023-10-04,-0.0149845875591945,-0.0541560066481166,-0.0488694406843695,Automotive,-0.036944669836427
INDUSINDBK,1401.3,1428.5,1386.2,2023-10,1424.85,3978667,2023-10-04,-0.0165280555847983,-0.0214385474860335,-0.0141537539088206,Financials,-0.0354363351180019
ASIANPAINT,3169.9,3189.0,3151.35,2023-10,3164.95,892584,2023-10-04,0.0015640057504858,0.0012002147752756,0.001800890245606,Consumer Goods,-0.0517212325814601
TATASTEEL,125.3,127.1,124.5,2023-10,127.0,33272725,2023-10-04,-0.0133858267716535,-0.0286821705426356,-0.0211377647561496,Materials,-0.1080673324920821
HDFCLIFE,625.5,632.0,624.25,2023-10,631.0,2357914,2023-10-04,-0.0087163232963549,-0.0141067065962645,-0.0101348747976554,Insurance,-0.0159863654695642
DRREDDY,1083.56,1099.8,1080.3,2023-10,1093.0,2109530,2023-10-04,-0.0086367795059469,-0.0302672322755017,-0.0310463447389028,Healthcare,-0.0388704507485816
SUNPHARMA,1123.8,1139.0,1113.0,2023-10,1138.1,1803871,2023-10-04,-0.0125648009840962,-0.0308309257901772,-0.0281743046708712,Healthcare,-0.0488497317080267
KOTAKBANK,1722.05,1727.0,1709.0,2023-10,1715.0,6220979,2023-10-04,0.0041107871720116,-0.0045953757225433,0.0024055848598728,Financials,0.0009330269359240978
SHRIRAMFIN,1850.6,1919.95,1841.5,2023-10,1909.0,1340167,2023-10-04,-0.0305919329491881,-0.0450980392156863,-0.0388736666953181,Financials,-0.0626391535963004
NESTLEIND,2298.62,2335.88,2255.1,2023-10,2280.51,2134880,2023-10-04,0.0079412061337155,0.0212956915434821,-0.0005761818672974,Consumer Goods,0.03985134021946749
ONGC,182.75,184.6,182.1,2023-10,184.45,9360058,2023-10-04,-0.009216589861751,-0.0346011621764395,-0.0340449047059138,Energy,-0.0545597697902777
CIPLA,1167.05,1185.0,1161.3,2023-10,1178.1,999123,2023-10-04,-0.0093795093795093,-0.0143158783783784,-0.0103930228930228,Healthcare,-0.00987664057911061
BPCL,170.68,172.48,169.78,2023-10,170.68,6049760,2023-10-04,0.0,-0.0204878048780487,-0.0204878048780487,Energy,0.009952559362444501
BRITANNIA,4532.5,4540.0,4466.75,2023-10,4490.0,318564,2023-10-04,0.0094654788418708,0.0017017326732672,0.0029790043015595,Consumer Goods,0.007184535775866302
SBILIFE,1270.55,1297.7,1264.35,2023-10,1291.6,1139615,2023-10-04,-0.0162976153607927,-0.024267557501056,-0.0237468339608004,Insurance,0.058104112929014705
HINDALCO,473.4,477.9,470.0,2023-10,474.0,3302259,2023-10-04,-0.0012658227848101,-0.0200786586628028,-0.0077862119381946,Materials,-0.0728265699706181
HEROMOTOCO,2989.05,3020.0,2976.05,2023-10,3015.95,307263,2023-10-04,-0.0089192460087201,-0.0225474166121647,-0.0227845174279484,Automotive,-0.023609114939141994
AXISBANK,995.55,1037.0,988.85,2023-10,1035.35,22584212,2023-10-04,-0.0384411068720722,-0.0381159420289855,-0.0325956962440529,Financials,-0.04783849777600727
HDFCBANK,1529.55,1535.0,1489.25,2023-10,1495.0,27324715,2023-10-04,0.0231103678929765,0.0016699410609037,0.0107004137344958,Financials,-0.0439167268832755
BAJAJ-AUTO,4918.6,5019.2,4903.05,2023-10,5011.25,256544,2023-10-04,-0.0184884010975304,-0.028904244817374,-0.0280737910284288,Automotive,0.011968656881894194
SBIN,592.15,594.35,587.1,2023-10,590.0,13248028,2023-10-05,0.0036440677966101,-0.0074589339591016,-0.0086289515351587,Financials,-0.0591820991451997
BAJFINANCE,7850.9,7914.85,7826.9,2023-10,7914.85,795061,2023-10-05,-0.0080797488265729,0.009009356364384,-0.0053741154054125,Financials,-0.06096149018530891
TITAN,3216.5,3231.0,3165.0,2023-10,3173.9,1109881,2023-10-05,0.0134219729670121,0.0215002540650405,0.0224177593629057,Consumer Goods,0.021340111059750907
ITC,436.05,440.5,435.05,2023-10,440.0,10030257,2023-10-05,-0.0089772727272727,-0.0112244897959183,-0.0201119103989037,Consumer Goods,-0.0279783339801953
TCS,3589.35,3624.0,3551.2,2023-10,3554.0,2990768,2023-10-05,0.0099465391108609,0.0156046630071869,0.0189462836065929,Information Technology,-0.0298080527024503
LT,3096.05,3114.9,3032.55,2023-10,3032.55,3413447,2023-10-05,0.0209394733804883,0.0182700213780628,0.0198475382646557,Engineering & Construction,-0.025338424963062416
TATACONSUM,849.64,858.58,846.97,2023-10,855.42,740770,2023-10-05,-0.0067569147319445,-0.0112647209421403,-0.0071731833784118,Consumer Goods,0.0333666261904092
RELIANCE,1157.05,1164.7,1154.5,2023-10,1159.63,10953682,2023-10-05,-0.0022248475806939,-0.0067984583293991,-0.0050460381166519,Energy,-0.013304219924237998
HCLTECH,1235.45,1253.95,1227.8,2023-10,1249.0,2995200,2023-10-05,-0.0108486789431544,0.002393509127789,-0.00132068409798,Information Technology,0.0384207832744023
JSWSTEEL,755.5,762.65,752.9,2023-10,762.0,1459736,2023-10-05,-0.0085301837270341,-0.0271070761702401,-0.0314225984192079,Materials,-0.0707841271754326
ULTRACEMCO,8177.45,8208.8,8125.0,2023-10,8177.0,310506,2023-10-05,5.50324079735622e-05,-0.0134575944022198,-0.018732094636516,Materials,-0.0016597512340054401
POWERGRID,196.6,199.5,195.35,2023-10,199.5,14575590,2023-10-05,-0.0145363408521303,-0.0108176100628931,-0.0100084184107783,Utilities,0.050498284158459
INFY,1463.45,1475.65,1450.2,2023-10,1452.0,7384621,2023-10-05,0.0078856749311295,0.0190801155948609,0.0200370954028547,Information Technology,0.017735213479780503
TRENT,2047.6,2058.15,2022.3,2023-10,2022.95,461744,2023-10-05,0.012185175115549,-0.0128718121776022,-0.0105758989854923,Consumer Goods,0.0154568478510804
BHARTIARTL,928.85,929.6,919.4,2023-10,925.05,7063132,2023-10-05,0.004107886060213,0.0115436972502042,0.0182648978018932,Telecommunications,0.046616751628724
TATAMOTORS,619.6,621.35,614.65,2023-10,619.0,7893892,2023-10-05,0.0009693053311793,-0.0205501106544419,-0.0298350823863404,Automotive,-0.06159839105455772
WIPRO,406.8,410.4,405.0,2023-10,407.95,4062652,2023-10-05,-0.0028189729133471,0.0008611145282323,0.0001838237767153,Information Technology,-0.010741080584392698
TECHM,1205.6,1223.95,1199.5,2023-10,1214.0,2497613,2023-10-05,-0.0069192751235585,-0.0122890381779452,-0.0146562910607144,Information Technology,-0.0177877868570246
NTPC,233.85,237.4,232.05,2023-10,237.25,22472389,2023-10-05,-0.0143308746048472,-0.0429711479435236,-0.0514960779090661,Utilities,-0.0311427481751876
HINDUNILVR,2519.55,2524.8,2495.35,2023-10,2518.0,1909928,2023-10-05,0.0006155679110405,0.0118674698795181,0.0086796427792492,Consumer Goods,0.042035091862892004
APOLLOHOSP,5047.05,5079.85,5026.65,2023-10,5054.95,363289,2023-10-05,-0.0015628245581063,-0.0178830305801768,-0.0128489671204101,Healthcare,-0.0585281031974724
M&M,1537.95,1550.8,1513.05,2023-10,1533.0,1991367,2023-10-05,0.0032289628180039,-0.0370961682945154,-0.0405439774694889,Automotive,-0.0618484403865628
GRASIM,1882.67,1901.44,1873.55,2023-10,1889.59,544715,2023-10-05,-0.003662170100392,-0.0196775772471178,-0.0124346579359772,Materials,-0.0217786236849658
ICICIBANK,940.85,943.95,934.55,2023-10,935.2,10478856,2023-10-05,0.006041488451668,-0.0112967633459436,-0.0111273664799642,Financials,-0.035850225373608595
ADANIENT,2466.35,2486.5,2446.4,2023-10,2477.95,1132455,2023-10-05,-0.0046812889687039,0.019995864350703,0.0087234777122934,Infrastructure,-0.09015027932084631
ADANIPORTS,825.2,832.0,820.25,2023-10,830.85,2083505,2023-10-05,-0.0068002647890714,-0.0009685230024212,-0.0079045902300505,Transportation,-0.09282622197852419
BEL,138.95,141.35,138.1,2023-10,139.5,15996620,2023-10-05,-0.0039426523297491,0.0076142131979694,0.0116438890623537,Defense & Electronics,-0.004900189765348306
BAJAJFINSV,1542.55,1556.0,1532.3,2023-10,1540.0,1153064,2023-10-05,0.0016558441558441,0.0080379023035451,0.0073459752789451,Financials,0.029495884238253202
EICHERMOT,3443.6,3453.9,3387.05,2023-10,3405.5,394665,2023-10-05,0.0111877844663044,0.0048732090227318,0.0043502405915262,Automotive,-0.024993908416396093
COALINDIA,289.35,290.55,283.9,2023-10,288.8,8687014,2023-10-05,0.001904432132964,-0.0259215620265948,-0.0252332667015406,Energy,0.0597721594729207
MARUTI,10210.2,10271.0,10109.0,2023-10,10182.0,377196,2023-10-05,0.0027695934001179,-0.0466488636575845,-0.0460998472842516,Automotive,-0.036944669836427
INDUSINDBK,1401.85,1415.4,1394.3,2023-10,1408.7,1647175,2023-10-05,-0.0048626393128417,-0.021054469273743,-0.0190163932216623,Financials,-0.0354363351180019
ASIANPAINT,3206.25,3232.1,3174.3,2023-10,3210.0,1002610,2023-10-05,-0.0011682242990654,0.0126812166387669,0.0006326659465406,Consumer Goods,-0.0517212325814601
TATASTEEL,125.25,126.15,124.55,2023-10,125.9,27063441,2023-10-05,-0.0051628276409849,-0.0290697674418604,-0.0263005923971346,Materials,-0.1080673324920821
HDFCLIFE,624.35,627.75,619.9,2023-10,626.0,4050085,2023-10-05,-0.0026357827476037,-0.0159193001812593,-0.0127706575452592,Insurance,-0.0159863654695642
DRREDDY,1081.45,1095.0,1080.0,2023-10,1092.0,2058530,2023-10-05,-0.0096611721611721,-0.0321555782276397,-0.0407075169000749,Healthcare,-0.0388704507485816
SUNPHARMA,1119.1,1128.65,1111.8,2023-10,1124.65,2348562,2023-10-05,-0.0049348686257948,-0.0348842223276271,-0.033109173296666,Healthcare,-0.0488497317080267
KOTAKBANK,1734.25,1747.0,1721.15,2023-10,1730.0,2966801,2023-10-05,0.0024566473988439,0.0024566473988439,0.0048622322587168,Financials,0.0009330269359240978
SHRIRAMFIN,1837.5,1872.95,1823.0,2023-10,1852.0,1479477,2023-10-05,-0.0078293736501079,-0.0518575851393188,-0.0467030403454261,Financials,-0.0626391535963004
NESTLEIND,2291.87,2310.72,2277.5,2023-10,2300.5,680000,2023-10-05,-0.0037513584003477,0.0182966112614353,-0.0043275402676452,Consumer Goods,0.03985134021946749
ONGC,182.2,184.0,181.0,2023-10,181.25,11128340,2023-10-05,0.0052413793103447,-0.0375066032752246,-0.0288035253955691,Energy,-0.0545597697902777
CIPLA,1161.1,1172.95,1155.25,2023-10,1170.1,1446743,2023-10-05,-0.0076916502863003,-0.0193412162162162,-0.0180846731793232,Healthcare,-0.00987664057911061
BPCL,172.23,173.88,171.4,2023-10,172.75,7115506,2023-10-05,-0.0030101302460203,-0.0115925394548063,-0.023497935124069,Energy,0.009952559362444501
BRITANNIA,4533.9,4548.2,4500.0,2023-10,4540.25,302015,2023-10-05,-0.0013986013986014,0.0020111386138612,0.001580402902958,Consumer Goods,0.007184535775866302
SBILIFE,1274.45,1282.1,1264.95,2023-10,1271.0,979561,2023-10-05,0.002714398111723,-0.0212725108474446,-0.0210324358490774,Insurance,0.058104112929014705
HINDALCO,470.55,482.4,468.35,2023-10,473.4,4801287,2023-10-05,-0.0060202788339669,-0.0259780583730076,-0.0138064907721616,Materials,-0.0728265699706181
HEROMOTOCO,3016.65,3048.85,2993.4,2023-10,3020.0,537209,2023-10-05,-0.0011092715231787,-0.0135219097449312,-0.0238937889511272,Automotive,-0.023609114939141994
AXISBANK,1003.25,1009.2,988.9,2023-10,1000.0,7950412,2023-10-05,0.00325,-0.0306763285024154,-0.0293456962440529,Financials,-0.04783849777600727
HDFCBANK,1535.75,1551.55,1532.6,2023-10,1535.05,24256337,2023-10-05,0.0004560112048467,0.0057301899148657,0.0111564249393426,Financials,-0.0439167268832755
BAJAJ-AUTO,5011.05,5039.3,4925.1,2023-10,4935.0,657876,2023-10-05,0.0154103343465045,-0.0106515301085883,-0.0126634566819242,Automotive,0.011968656881894194
SBIN,594.25,598.95,592.2,2023-10,593.4,8216780,2023-10-06,0.0014324233232221,-0.0039389875963795,-0.0071965282119365,Financials,-0.0591820991451997
BAJFINANCE,8168.55,8192.0,7845.0,2023-10,7850.0,2145034,2023-10-06,0.0405796178343949,0.0498342072794571,0.0352055024289824,Financials,-0.06096149018530891
TITAN,3309.75,3319.8,3221.1,2023-10,3230.0,1102120,2023-10-06,0.0246904024767801,0.0511147103658536,0.0471081618396859,Consumer Goods,0.021340111059750907
ITC,442.15,443.6,436.65,2023-10,437.85,8418580,2023-10-06,0.0098207148566859,0.0026077097505668,-0.0102911955422177,Consumer Goods,-0.0279783339801953
TCS,3621.4,3634.95,3575.05,2023-10,3591.0,2075691,2023-10-06,0.0084656084656084,0.0246731933676646,0.0274118920722014,Information Technology,-0.0298080527024503
LT,3093.7,3114.95,3073.15,2023-10,3114.95,1898118,2023-10-06,-0.006821939356972,0.0174971221838512,0.0130255989076836,Engineering & Construction,-0.025338424963062416
TATACONSUM,864.01,866.73,850.43,2023-10,850.43,948330,2023-10-06,0.0159683924602848,0.0054578038449005,0.008795209081873,Consumer Goods,0.0333666261904092
RELIANCE,1159.0,1162.4,1156.03,2023-10,1158.53,5431026,2023-10-06,0.0004056865165339,-0.0051245954831455,-0.004640351600118,Energy,-0.013304219924237998
HCLTECH,1237.7,1256.0,1230.1,2023-10,1252.0,2497711,2023-10-06,-0.0114217252396165,0.0042190669371197,-0.0127424093375966,Information Technology,0.0384207832744023
JSWSTEEL,765.2,771.15,758.65,2023-10,760.35,2026927,2023-10-06,0.0063786414151377,-0.0146159294314595,-0.0250439570040701,Materials,-0.0707841271754326
ULTRACEMCO,8195.45,8239.65,8151.25,2023-10,8198.0,158491,2023-10-06,-0.0003110514759696,-0.0112860417420677,-0.0190431461124857,Materials,-0.0016597512340054401
POWERGRID,197.05,197.45,194.85,2023-10,197.0,12857229,2023-10-06,0.000253807106599,-0.0085534591194967,-0.0097546113041793,Utilities,0.050498284158459
